"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.95468032","1.33908224","1.17184234","1.20635951","1.29411149","1.47841167","1.58640766","1.61389256","1.48813272","1.8116914","1.68628967","1.67286491","1.5781703","1.37565744","1.50547874","1.61020923","1.6373446","1.37250602","1.23468113","1.40614879","","",
"American Samoa","ASM","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71551919","3.21143937","3.09016109","3.34665513","2.96937275","2.77810311","2.4536376","2.28421807","2.13453746","2.30075669","3.13688302","3.09945083","3.08453822","3.08960557","3.47427654","3.15658259","2.86057758","2.73786783","2.91416717","2.59645534","","",
"Australia","AUS","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.46949816","5.47267151","5.67827368","5.63916588","5.81345654","5.73987436","5.72573614","5.88174677","5.97145414","6.25201321","6.10032845","6.25755644","6.18006754","5.93705511","6.10049677","6.38369751","6.33803082","6.36546087","6.29709959","7.10425138","","",
"Austria","AUT","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.82578659","6.82649755","6.89934063","6.98268557","6.99610281","6.99419975","6.9434433","6.9392724","7.17632008","7.44917679","7.39957905","7.28789806","7.43251085","7.42312813","7.51863861","7.51185322","7.49085999","7.4457655","7.48925352","7.6176486","","",
"Azerbaijan","AZE","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86689276","0.79006779","0.73446828","0.77900064","0.8643167","0.91786504","0.86607754","0.90689111","0.86374003","1.13072801","1.01077783","0.94790989","1.11365366","1.06307197","1.12798095","1.30261827","1.16339743","1.00201261","0.92868197","1.28157103","","",
"Burundi","BDI","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46507251","1.69244206","1.5355022","1.35508072","2.36819863","2.06247282","2.36401582","2.46383524","1.55912995","2.0807476","1.98528969","3.47108126","2.66949105","1.54086971","2.786798","2.41954613","1.91216838","2.04083753","2.28904033","2.66726708","","",
"Belgium","BEL","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.96185923","6.13948441","6.13245678","6.79258394","6.9958024","6.89790821","6.8076849","6.77582026","7.2696805","7.87510061","7.78026438","7.9088397","8.04331493","8.03870392","8.08606339","7.91765547","8.32023335","8.33751106","8.26992512","8.18138885","","",
"Benin","BEN","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.80706477","0.92712092","0.72565317","0.66474736","0.73165977","0.68285877","0.71946436","0.59594458","0.56289971","0.74733645","0.7244277","0.7959457","0.74672192","0.7646274","0.57532859","0.58544844","0.57490981","0.81440628","0.4908835","0.54099613","","",
"Burkina Faso","BFA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96129316","0.97162032","1.05799115","0.98018694","1.69978082","1.22285116","1.43097806","1.43212783","1.36111391","1.64177883","1.30630934","1.34620249","1.06450045","1.61236393","1.62685144","1.45618773","2.38884258","2.61084127","2.0870657","2.28508854","","",
"Bangladesh","BGD","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59430784","0.45549405","0.55839545","0.57762122","0.57157749","0.53574222","0.57358515","0.58525318","0.53093374","0.52133471","0.5637666","0.57771218","0.56256449","0.52373934","0.50554109","0.46535748","0.40610689","0.40603626","0.42589214","0.46258456","","",
"Bulgaria","BGR","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4715004","3.84590173","4.20194769","4.37132454","4.09508324","4.10456991","3.63341045","3.43428993","3.48335695","3.54883742","3.94296932","3.8648746","3.8487196","4.05425167","4.48852539","4.14251328","4.12227011","4.13160944","4.23249435","4.21549892","","",
"Bahrain","BHR","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35164309","2.46214175","2.57194328","2.49012971","2.25667477","2.14726853","2.11138248","2.16460228","2.17031121","2.59248686","2.41982818","2.2369225","2.68348098","2.80836272","2.86725354","3.23580313","2.98268986","2.74979949","2.43788433","2.3749764","","",
"Bahamas, The","BHS","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50591624","1.5661813","1.50943291","1.62846553","1.61167789","1.58765554","1.65727472","1.80025303","2.08452892","2.34723687","2.36928177","2.37497997","2.31367421","2.55138588","2.50439858","2.31834769","2.73470545","3.657933","2.96176958","2.98772573","","",
"Bosnia and Herzegovina","BIH","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.08413792","4.33064795","4.43332863","5.49271965","5.16201019","4.94053459","5.00461102","5.27355099","5.39554214","6.1381669","6.13886738","6.21122313","6.51472664","6.58716393","6.67786884","6.47305155","6.55783129","6.26775646","6.21219301","6.21883726","","",
"Belarus","BLR","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15422821","4.25791645","4.07934141","4.38554096","4.39936543","4.52236748","3.98553944","3.99474645","3.48282266","3.48038411","3.84921908","3.08841515","3.44369793","3.56868172","3.37288046","3.68674207","4.19298792","3.98054719","3.9000001","4.12527084","","",
"Belize","BLZ","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87335801","2.38592339","2.46418405","2.33617306","2.28200603","2.38873291","2.59856677","3.19227767","3.75387549","3.76066899","3.78137493","3.74185967","3.59769273","3.76948786","3.89337468","4.03295517","4.23173332","3.97645974","3.99211764","4.16896009","","",
"Bermuda","BMU","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43201637","2.61401916","2.60214591","2.75486469","2.53551769","2.75369644","2.61106277","2.77554274","2.70188808","3.15830708","3.05729294","3.02061009","2.9963541","3.26242661","3.69240761","4.30645227","4.4294467","4.44758177","4.835742","4.93192387","","",
"Brazil","BRA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47015405","3.51297402","3.68634653","3.50954652","3.46692538","3.34525847","3.54130602","3.48463106","3.50442195","3.70741892","3.57701063","3.46568108","3.35463285","3.55113888","3.69886541","3.85384679","3.94843602","3.95314622","3.88923883","3.90755868","","",
"Barbados","BRB","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76476121","2.94435692","3.13669062","3.75885224","4.34377909","3.8717072","3.70412207","3.29791307","3.58303857","3.90286708","3.62075639","3.34585834","4.30390453","3.80649638","3.28546762","3.20032907","3.15078282","3.0033567","2.93843102","2.82451534","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14734912","2.12138677","2.12148499","2.16172981","2.12315106","1.87143219","1.63552701","1.71080506","1.68886876","2.16198969","2.09004593","1.70617342","1.68712533","1.71973145","1.77395678","2.26836538","2.42138696","2.14750528","2.29566693","2.03760552","","",
"Bhutan","BTN","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54262924","3.53787732","3.32763267","2.85614896","3.0369277","2.64208436","2.4346931","2.64050913","2.33727217","2.6199491","2.56418729","2.4589467","2.51806545","2.55412817","2.45531821","2.7896409","2.6446631","2.48946476","2.57960916","2.6540451","","",
"Botswana","BWA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.19477272","3.4867301","3.73317742","3.58005309","3.38186216","2.84126186","2.73089552","3.02309442","3.59624434","3.36083889","3.564955","3.54791331","3.96143532","3.97917747","3.79870653","3.88001919","3.69899654","4.64136362","4.68888426","4.74940634","","",
"Central African Republic","CAF","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72021425","1.51701069","1.43572009","1.54275835","1.47439063","1.0353682","1.22729075","1.27164984","0.84918875","0.74189532","0.58489585","0.41569987","0.62263757","0.98294169","0.71108782","0.45585293","0.59953207","0.72882235","0.68856221","0.81950128","","",
"Canada","CAN","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.00890827","6.27900791","6.41561842","6.59055614","6.62400055","6.59905815","6.4866991","6.57271051","6.70117044","7.52118206","7.47694063","7.30276871","7.4011817","7.3582077","7.23180246","7.58065939","7.67784119","7.56277943","7.58277988","7.60929585","","",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2230268734256","4.36692832665296","4.58311431287615","4.77296735117095","4.62452821052064","4.66611738551598","4.54590305957829","4.47829787644753","4.6965430238985","5.04896611717222","4.98987391206201","4.75351593917216","4.70592121006786","4.87567303830396","4.81239252441422","4.72146638401198","4.778482324911","4.75446371773433","4.87385767053138","4.96768290557856","","",
"Switzerland","CHE","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60352111","2.82851839","3.08993149","3.17492437","3.14565611","3.10609841","2.9180789","2.87561703","2.99652123","3.23709249","3.21735024","3.30035758","3.45818734","3.43032265","3.40755963","3.50238085","3.50250411","3.62295127","3.55291438","3.62563658","","",
"Channel Islands","CHI","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51822186","2.60041094","2.72779942","2.80481911","2.7236371","2.59216499","2.49547577","2.60964298","2.93380761","3.37831378","3.19127989","3.19340086","3.36552072","3.54739046","3.72688317","3.98668098","4.22976255","4.57049799","4.65451193","4.7519598","","",
"China","CHN","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9907074","0.97475582","1.11262357","1.25344634","1.29851866","1.36797976","1.38712037","1.43417549","1.73637438","2.14862108","2.19598818","2.33301306","2.54478717","2.68986797","2.79103684","2.97190666","2.89319348","2.87102747","2.91554689","2.99503422","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58690357","0.50978744","0.5432992","0.51549667","0.55993599","0.52909434","0.55780333","0.58830029","0.60338175","0.66823173","0.58760166","0.57984018","0.74607885","0.72783411","0.77760935","0.80445975","0.86090881","0.94937867","0.90654147","0.95927447","","",
"Cameroon","CMR","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6743055","0.8233608","0.95179194","0.93935865","0.76064509","0.70870501","0.69953018","0.60788518","0.57561034","0.47905558","0.42714676","0.59744382","0.66323209","0.50073928","0.61331671","0.37891248","0.37905285","0.14560163","0.21044466","0.12061489","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06204571","0.1064138","0.10429356","0.22955516","0.18619445","0.21806885","0.22633369","0.24325049","0.29166144","0.31161487","0.39785826","0.35409066","0.53260946","0.4984341","0.55080938","0.66200721","0.55122471","0.41352716","0.4979623","0.55936718","","",
"Congo, Rep.","COG","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51469445","0.96511626","0.4319827","0.50115913","0.43517575","0.4321349","0.55492181","0.58651835","1.09928572","0.6177088","0.82838798","0.65133935","0.81893635","0.93664944","0.94694954","1.11883152","1.20435894","0.96620154","0.68406534","0.78319961","","",
"Colombia","COL","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.20017815","4.45982838","4.36780357","4.46871948","4.26406622","4.35741186","4.56695986","4.58606243","4.74562693","5.2679739","5.10725737","4.98383522","4.71287298","4.90206432","5.05892658","5.32889223","5.29663372","5.4549818","5.46089888","5.54188728","","",
"Comoros","COM","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.89122123","0.5272817","0.95157909","0.85142273","0.79006189","0.69123828","0.64398408","0.56413507","0.43337327","0.37398183","0.36044455","0.95672214","0.79534382","0.65978307","0.55491424","0.4661262","0.57399994","0.67584759","0.76553828","0.83081788","","",
"Cabo Verde","CPV","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16139579","3.46985078","3.46189737","3.30085492","3.12336469","2.9531765","2.97463489","2.97691178","2.45241642","2.77685046","2.8310132","2.86501932","3.07491827","3.05590343","3.04348063","3.17430449","3.08039069","3.28108525","3.20918369","3.24621487","","",
"Costa Rica","CRI","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.26218748","4.24420404","4.59278965","4.62578392","4.3769722","4.26226187","4.58488178","4.63240004","5.06513405","5.57623148","5.80644417","5.70106506","5.50347853","5.45445442","5.4429183","5.51982594","5.36528778","5.17889643","5.28166151","5.27621126","","",
"Caribbean small states","CSS","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2136447732745","2.0616202635451","2.239685760719","2.0951195324631","2.22795465180092","2.21661301575738","2.07345777746154","2.22291623937257","2.23943256617165","2.67157022301707","2.60801219616026","2.56495100446757","2.54699439004362","2.67537208391521","2.67437869706806","3.01737496889368","3.21320181142815","3.51801673324084","3.34963079207692","3.44448295753158","","",
"Cuba","CUB","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.50884342","5.6706562","5.72780991","5.64911461","5.4684186","7.43015385","7.08049011","9.8824482","10.29249096","11.28293419","9.70249653","10.06710052","8.06292343","9.1383667","10.95757103","11.57496357","10.94801617","10.47486115","9.94623375","10.12506104","","",
"Curacao","CUW","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18027353","2.233531","2.49221182","2.47707176","2.23180842","2.25430155","2.34010673","2.31242609","2.50266314","2.74965072","2.98153758","3.05716181","3.00964785","3.1639576","2.95597911","2.85344434","2.79534912","2.75970554","2.889117","3.92549944","","",
"Czech Republic","CZE","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05704689","5.1270442","5.44065952","5.70741272","5.56338072","5.40408325","5.2702322","5.01563311","5.12718487","6.00805569","5.71528721","5.79820013","5.83021832","6.44102383","6.2726655","5.91782522","5.81872368","5.83938646","6.22329235","6.38516235","","",
"Germany","DEU","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73300314","7.75543833","7.92531824","8.05242443","7.70044041","7.80344439","7.65940762","7.55543995","7.71768188","8.50212383","8.39900112","8.12801647","8.18807316","8.40567684","8.48952866","8.60765076","8.68237877","8.80528641","8.88178158","9.09177876","","",
"Djibouti","DJI","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4109472","1.25185072","1.28663254","1.50417197","1.43899679","1.39764392","1.7263062","1.73555219","1.8316139","1.90513957","1.85769463","2.14388585","1.89016593","1.80735016","1.76380634","1.69297981","1.32228565","1.14448988","1.11786342","0.96505356","","",
"Dominica","DMA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36023784","2.57100463","2.43640971","2.70217085","2.57322693","2.7944603","2.69501734","2.52050734","2.61492252","2.67258668","2.95949578","3.15106702","3.48056149","3.25719786","3.19072556","3.25268769","3.33480358","3.7642355","4.29896116","3.51960874","","",
"Denmark","DNK","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.73533964","7.04638386","7.29320812","7.47102213","7.52562666","7.61281252","7.68989229","7.80592728","7.99141836","9.01539803","8.66742611","8.48921585","8.600667","8.56900883","8.56367874","8.60955524","8.53385067","8.43570423","8.44737244","8.29217625","","",
"Dominican Republic","DOM","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.71051323","1.70341134","1.67955518","1.15990651","1.14767253","1.39308286","1.40171921","1.68478811","2.12083626","2.330158","2.51638746","2.72521615","2.76370859","2.77817011","2.46088409","2.36797142","2.66466784","2.68219995","2.54002523","2.66199851","","",
"Algeria","DZA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51082778","2.9254992","2.8079257","2.7617898","2.52882028","2.24167132","2.29699302","2.66687632","3.02516413","3.79895711","3.55552292","3.71975899","4.37614059","4.28830338","4.71454287","4.91700029","4.4724493","4.14140797","4.05819511","4.05817795","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04056667853108","1.0375184116891","1.14824948214969","1.26890777048354","1.29304676349647","1.3454266086213","1.39102214223841","1.44947727582017","1.67488753097292","2.01238064788412","2.0034131681045","2.12357005021238","2.31901636282804","2.46306688382414","2.58218492802398","2.75991891626709","2.70374408562685","2.68637761853476","2.73512646541657","2.80547719012598","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22514939424629","2.29453518763461","2.13356218861112","2.20549699181714","2.19146714577592","2.14092174029129","2.2417049721619","2.23870876584367","2.22415186306476","2.45812432580118","2.32304766225725","2.39430867085303","2.45267673921186","2.47748647280984","2.53066838836382","2.6486466360471","2.53593652252531","2.61557217573569","2.46128563125368","2.43086198437375","","",
"East Asia & Pacific","EAS","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29983909466382","4.30113369158213","4.2372832180082","4.27597484935742","4.27701154181946","4.23141744493343","4.02240165122757","3.89842502237038","4.01347023357253","4.42213103235905","4.35053434034647","4.74496785548199","4.77203452915303","4.49906624189432","4.43180670186047","4.41722890040618","4.45721267788108","4.35797567308958","4.32001328425828","4.42656788199889","","",
"Europe & Central Asia (excluding high income)","ECA","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90750682011096","3.12165142835374","3.34376580816683","3.36566275831759","3.20918780632704","3.22628303442976","3.23307596381202","3.21178279947972","3.28556306716435","3.7207778711275","3.33718287939141","3.13304245112912","3.2063185170615","3.19394387360055","3.20751234270815","3.12757949916677","3.16080850394082","3.13394997830583","3.20601971958855","3.39312472001031","","",
