"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","637.85592120941","590.505875579775","369.707232276548","357.202848575393","400.515593762192","456.374933276273","504.059842642233","523.284410700367","609.17165368466","597.432898792278","622.740922945281","694.423455373229","783.241214960091","930.125472654125","1191.92100563238","1643.75688889146","2158.1480742298","3139.28071035448","4010.86138084833","2994.34047090816","3218.37829927419","3525.80719813557","3681.84469060495","3838.17387997786","3986.23162376713","3607.28929855361","3591.82805221639","3914.52785436696","4220.54032079145","4604.64632355695","4266.01807420946",
"American Samoa","ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8666.65538195914","8807.46281200101","8528.24877689163","8395.31877025371","8340.52343974691","8874.87792759607","9740.82449121586","11910.013233348","10216.8176306968","10223.2983588916","11496.5240977923","11450.7241954879","11525.1563872309","12059.6351646776","12038.2496994923","11003.8297642807","11521.6097798453","11715.3601388487","12844.9009909959",
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","1246.69015964261","1416.54053131116","1760.83132448003","2124.61852648141","2392.68695794469","2660.55809143556","2948.31727549755","3372.60207005529","3899.39183968301","4703.17940118439","5463.59538268844","6454.83545091774","7076.53633490604","7347.64636864328","7602.34533414465","7745.72179961652","8136.18854727449","8771.14372746878","8406.35894515205","9030.5749776224","9491.66076559497","9940.85222769034","10260.5994054155","10872.2929515751","10367.3196068161","10401.0508759034","10797.9510571837","11446.9691417182","12557.5478500769","13995.8044243845","15622.6928710238","16044.1057963132","14160.5620007335","13048.9605816199","12746.6334682021","13272.7349447294","12910.5906255945","13501.5809223367","14285.3297773091","15198.7429664112","15383.5763979856","16679.5916624545","17376.6496765004","13992.7444804497",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1810.61923013403","1877.6166377325","1854.65683385421","1967.11653731032","2131.37794817925","2281.09879668523","2343.99529013149","2580.27109571187","2724.37251931884","2991.60719792911","3305.12639431046","3495.57929420671","3950.17089391811","4771.6719859735","6484.11987233886","7005.90658757798","7489.59416032812","7778.16400801462","8255.74454303408","9297.33341717362","10211.8371887909","11854.5884953898","12788.5492901209","11538.3984187095","12454.5517172396","11459.179567837","11384.9382387646","11645.4525939389","14279.1594387946","17828.0482329023","18243.4714183672","18855.7619964202","18604.1882699613","17667.1870997502","18079.3801793746","20358.3333563413","21904.2941177592","23509.4234684514","21345.9709868552","20558.9604021981","21697.7084797731","19527.3235767954","20117.7888912664","23492.4051742272","30513.9417409748","34080.9998953245","36117.487983674","41001.1429790999","49654.9105957389","42783.3225651148","52087.9722888891","62574.1457032412","68027.8417067378","68156.6279162085","62511.6905895284","56707.0220772116","49881.7637140466","53934.2501750463","57180.7794001614","54875.2859563351","51692.8427477695",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2058.76905087549","2380.97845801742","2924.04887899105","3890.72241941969","4630.75719737956","5285.62072414121","5678.38665810018","6810.62768469634","8205.4689771504","9793.76534815017","10869.5464940526","9385.24906398343","9410.34725652989","9537.40742043378","8991.06503963026","9172.09676001833","13083.0726621044","16392.7695234749","17578.6189397397","17468.9461372569","21680.989623313","22410.9117666654","24880.1641180361","24081.5277928004","25646.7006591684","30325.8495818396","29809.0767730821","26705.4785993891","27361.8751106437","27174.2971559775","24564.4582948404","24537.5142629883","26401.7454564357","32222.8972411655","36821.5214680093","38403.1338770715","40635.2818159724","46855.7717452095","51708.7657541758","47963.1794023217","46858.0432733717","51374.9584066934","48567.69528642","50716.7087062864","51717.4959405515","44178.0473777432","45276.8314351693","47312.0062332199","51461.4332150082","50114.4011099728","48586.8013213238",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4582135796365","209.478571809788","157.086059054548","314.561226313624","409.163189106479","505.500349333104","561.906807871869","573.916512334089","655.119945170816","703.683843432722","763.080637985358","883.733971498452","1045.00937916805","1578.40239029603","2473.08181863536","3851.43786871172","5574.60380218613","4950.29479142375","5843.5337683582","7189.69122920765","7496.29464768263","7875.75695254288","7891.31314749986","5500.31038244408","3880.73873089556","4147.08971569171","4739.84171028393","4805.75371765917","4221.40747847848",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.0519098975133","71.1671882088235","73.4353308201368","78.5146207549818","86.1615495133979","51.3818812578693","52.1825516980849","54.8064431207722","54.9007620777181","55.7149339029583","69.7693841827188","71.6267098340753","69.1396147326763","84.4187820522328","94.6853995371613","113.753156119578","118.914933058734","142.05298389329","154.516273299419","193.149963916389","221.231941787803","227.128120029126","231.343693847179","240.781703183952","213.616841365552","242.058503810168","245.915327496274","225.071475788735","209.414860843789","209.894412605431","208.146678899064","209.778011006784","190.488879935296","161.887525025872","156.812380979725","167.098887846036","143.402323772521","158.914669880487","144.493017302487","128.938918689721","136.46397080034","134.363426917623","123.117536141087","113.567251308875","128.336702810905","151.681566343002","167.376462504995","172.495596648941","198.352851736367","212.137057219997","234.235538877634","249.577979366801","252.358870682831","256.975652630896","274.857836231788","305.549652502657","260.56522079627","253.826354063895","238.783467020173","228.213589244227","238.990725856496",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2765.89099664794","3082.92798879126","3831.63189999433","4900.96220075866","5733.79813933878","6701.37736052433","7243.04734119583","8426.94695947372","10289.7684173296","11810.6158754725","12864.0025661396","10622.8024830789","9343.86109959618","8846.23429846974","8457.26880316374","8750.81851250536","12170.0406962702","15135.8523116968","16391.093827791","16525.0617432848","20600.3752789827","21041.6606519648","23372.619171015","22283.9360213551","24208.5547931447","28413.8264387368","27489.5551770488","24820.9380503896","25338.4432934904","25244.2750474813","23041.5347290428","22995.1575247288","24887.5613341833","30587.6684093796","35364.3753314368","36795.9768819639","38672.7059429767","44262.8960009954","48106.892915788","44583.5448070814","44141.8781415734","47348.5250202016","44673.1158755901","46744.6625441516","47700.5403601178","40991.8081381432","41984.1030335609","44089.3100875118","47519.5530968943","46591.4916067396","45159.3482229717",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0227002677683","95.5722322308738","94.4644972423036","99.8589175338946","104.339929434072","110.132584644972","112.940836383512","111.951560996903","116.895149769939","116.025257145892","114.556675136837","112.569975631646","134.819585121297","161.987061525057","174.014094491397","207.300312768544","208.656403182912","218.453984016706","263.58143153799","327.822312162563","378.044305113183","337.978371685285","322.777452914962","271.129844234977","252.869785044788","244.410941733101","303.349035603158","344.503146752797","346.736631300277","311.678045207701","393.68676796568","385.753840745475","317.962736015867","411.926179723246","279.666749038025","367.387714295597","387.432098183474","361.099982369469","379.441767515178","551.821429431177","512.673901962619","518.067474134696","574.929798155789","711.284954771847","798.744304503809","822.785143124704","856.054916559873","966.203618310158","1125.42613398072","1088.75790573459","1036.53451502404","1130.27325128015","1145.14010479477","1251.20976745379","1291.41018480579","1076.79669785585","1087.28733148547","1136.59387178448","1241.82529800958","1219.51550596905","1291.04097215441",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.4247344006247","71.558180092437","76.520549314543","78.3721958330329","80.4727181207385","81.7250523247925","82.545684006557","84.3630702039477","84.7329371553071","86.5202091318263","81.5000146010762","84.2878285843207","99.326746973691","113.780341433982","124.358896430637","152.727996774912","155.649056863891","176.783350963439","225.941517814401","262.076009642159","282.685850096209","254.230468740772","245.09449089523","217.994602363453","193.843273138253","200.8943517994","256.762480687544","291.131616653547","313.061591382782","304.85352087584","351.979233521781","346.410595888327","361.046875627391","334.943236997182","193.070280195262","235.832150553486","249.360558855403","229.492949313014","255.718236662883","300.421723896109","255.718687257319","267.097599629023","294.665388546593","374.627357970473","418.37666028192","457.933430763383","473.449868166334","535.062279451535","643.404581023036","624.175164544582","647.836095537879","751.172770411005","758.000426972403","787.469438309085","792.84623742527","653.32726813947","688.250696258197","734.996267960528","804.500537821516","796.115206827676","857.932729650223",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","89.0352394288932","97.5952917047176","100.122129600152","101.901412511993","100.221104183654","106.646644385365","112.665364752713","122.870628479594","122.847597531085","135.147381311241","140.002705319444","133.551418941349","94.381677046194","119.559723931133","182.020018493274","277.570605237475","141.197158924105","131.373227305593","176.0339474319","200.769677039014","227.751926507714","247.649616779944","220.718796963204","204.417690056891","213.996638569696","245.453912291425","233.658072199948","253.974473728959","270.69960091549","285.829216867865","306.268700840472","293.160421069586","293.644987576871","300.555747727731","299.533037088051","329.424076062081","394.717491899332","401.498667424687","407.429176197808","409.543183768079","418.068942112038","415.034404287378","413.080282638086","446.310675745944","475.291930195819","499.461940239156","509.640189887604","558.051840707954","634.987069668507","702.264419644314","781.153577677298","861.762162181077","883.117129615718","981.860851354457","1118.87380783368","1248.45330989613","1401.56463513179","1563.76781861826","1698.13208078712","1855.74009422319","1961.6137487886",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2238.80295786574","2234.81481573125","2169.00401089683","1852.81343442802","1963.57267618274","1914.55064658793","2260.4272811545","3132.30136036246","2511.39306259489","2477.0208179596","2366.52982128614","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","2258.28601787597","1470.10370331004","1361.3923860059","1820.40509424896","1659.71834595525","1621.24296080247","1770.91353394746","2092.95769387611","2719.49765607059","3389.70704883102","3899.90763774017","4523.0508329806","5885.10434781837","7265.73549682997","6988.23332468094","6853.00285388669","7849.16528274432","7432.47876568071","7681.93461995882","7901.78587639382","7074.68102325059","7569.47881476759","8366.29322145748","9446.70077185518","9879.26853313318","10079.2033812203",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.71587001028","9269.26961652991","9446.08457726994","9421.3569469587","9590.54179396802","8706.76660148502","7041.63444747202","7554.93219231615","7958.74792458539","8031.0048199518","8529.05212670928","9055.6444071063","9082.82798832159","9698.15288998905","10130.3762030729","10376.953296178","10544.7946831914","10672.2377596193","10076.2698786937","10401.5621521671","13636.4167499288","12868.1769170821","13049.9097291643","14222.0367965749","15846.5059474506","17959.3968267194","19307.5089373876","20976.442287272","23066.4509824376","19355.9210050895","20722.0704900745","22514.202716483","23654.3695877495","24744.296958551","24989.437527708","22634.0856475674","22608.4525623673","23742.9373424159","24085.955988096","23551.9300857404","20409.9528047731",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.26769865087","1651.31767315288","1752.84000562204","1867.0103505514","1994.44049711429","2144.73908940986","2322.70581564547","2556.63426678748","2804.33387615547","3215.15389706852","3178.86332002536","3297.41106651178","3322.21991083025","3696.0318203604","3416.43931822479","3156.25082717912","3328.61593650695","3617.45306950786","4131.38642657905","5533.25193819147","6340.78703066162","6624.99245312812","7168.16088508597","7698.08303160888","8877.70591484605","9893.04200290734","10344.3226508242","11156.5572523791","11387.709081798","12163.4397667416","12356.2309982945","11919.8335676821","11686.7397416813","11406.858133658","11814.4347088443","12238.6046063409","12708.6414536235","22036.1006810202","23514.1775636614","26130.0129564073","27098.1563186767","27486.2367737544","28867.0824977166","28327.8136706662","28396.0137099278","30279.3922080481","30713.7980618188","31472.2855356015","30627.3277467412","28552.5171624714","28443.8884756689","28005.9124040903","29485.8642228279","28583.0232976179","30065.1602023609","31776.0555852485","31732.9191396131","32376.5091722572","33290.028135413","33799.4176940891","25194.0251444381",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.012792020937","487.476904509881","740.099686468862","982.801849065598","1102.39068809628","1251.74759512886","1484.17605553887","1544.60207508357","1789.85769066943","2258.94645158877","2698.46717999989","2980.60126845084","3416.51237566203","4193.36801082253","5090.9458340499","4714.69374593021","4635.5101947972","5092.5547231941","4777.06691374907","5129.6635340307","5330.35507495756","4729.68995905382","4994.97155093444","5394.26894391382","6070.34908129292","6119.76234462222","6079.73828544838",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.76794393518","","","","1739.81405022316","1323.27308763724","1452.5071047646","1394.50848390557","1515.53074263849","1212.04597845077","1276.49398462377","1244.37318523431","1479.31458271677","1819.76605926177","2378.62328600741","3125.81053502853","3847.43412382153","4735.65760793999","6377.36973201232","5352.5839116007","6033.6862392722","6527.17386871642","6953.13251493684","7998.12523878099","8341.39967861093","5967.05220384914","5039.68188628499","5785.67067254068","6360.06247301284","6837.71782606351","6424.15217642722",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.90385978004","316.413629488762","327.099996524794","336.938102250285","351.161126269562","377.590746983887","406.094253261097","420.375933569588","386.939901268415","396.627700589062","435.683337704869","474.436612630079","519.555335346672","605.933440702651","786.081065222237","885.957935695622","717.061406039621","858.821811811081","980.751933801043","1074.29477289777","1373.21684470372","1328.77412148881","1202.79317551265","1232.85320212631","1337.03761994362","1289.39074367083","1366.04167351088","1612.33133477827","1788.00131978824","2011.94679652231","2197.16159341937","2326.72416499247","2668.53142174924","2834.68842504744","2882.15208326102","2997.76045844165","3003.18262660301","2954.22723682726","2993.0335985546","3066.09513806652","3364.49173102584","3404.42058588298","3526.08151318472","3650.60647000312","3802.2631601788","3885.03407353117","4155.32388497209","4252.39540382101","4404.30819823872","4186.51999809315","4270.78008466035","4423.4968423614","4505.60059312987","4568.64122799115","4718.43658122355","4770.23265563888","4856.97324853112","4945.85769867226","5001.42215663433","5078.80994441772","4115.17700795622",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.40211884937","1961.5381691712","2020.38596495589","2020.2652474469","2199.72700682735","2282.21654621089","2630.85046638536","2982.7497043718","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3100591315","28669.6817134568","30900.6942794093","31476.0637221848","33989.7231613832","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270035","70359.3191088798","75882.0338560339","95221.8588720301","104287.387498459","106935.486341979","101407.764031934","101875.28407346","97774.1620717428","98431.8651810241","99471.6388978631","98467.683993982","102005.62564189","106885.878489327","111820.581466347","113023.185594268","117098.446325474","107079.479836627",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","102.237722413607","109.061303979425","116.924968208513","123.429341345478","136.312361950325","149.640333206756","162.326054493388","179.583038401343","199.629567437341","211.797016169884","226.806971403988","239.127498743471","268.584015387715","263.892746078729","429.297559603423","480.803655121945","534.273285904764","617.30682923322","703.135427290607","809.412178497187","811.28529928503","1030.83305449824","960.983778189371","913.974850691183","1019.05725747634","870.185648376456","627.398628752618","671.075854650414","698.692002828122","701.665938595643","709.059982354587","762.077707050846","788.152320018064","784.190988682633","801.046136937657","880.992686367672","950.856386162623","998.515953217447","1049.49937364874","1003.39223063895","997.581748874387","948.870211337892","904.225799882294","907.537415801528","967.406458598204","1034.31180039586","1218.87407027713","1372.62836843372","1715.2083925524","1754.20946375615","1955.46018156049","2346.33784403698","2609.880562178","2908.2003704458","3081.87882321413","3035.97165489786","3076.65643989367","3351.12434384125","3548.59078021377","3552.06814321502","3133.09980321504",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","232.480546230829","251.348317405138","295.631970805808","258.605370728102","269.456289972728","330.040585940268","353.110710623409","375.390573527233","400.787069424398","445.02378079118","501.316814178866","585.171404964645","817.452445155272","1048.59623468058","1205.07483377655","1395.09639887333","1568.54335363973","1739.72056573285","1877.68227213837","1966.90362644202","2088.0026865078","2144.80405335667","1465.10809173055","1422.68391394237","1558.90793451031","1857.0912337094","2009.03972858548","2146.75850960088","2371.57219575685","2622.26288057098","2259.23989366801","2127.50718981169","2348.09004733429","3295.24492362344","4748.38820787605","5166.16393308148","5282.04946994988","5087.07907232375","3479.84383285395","3749.91084752888","3160.24934491441","2839.49150108966","3070.43641941942","3637.3138901512","4790.45656586131","5886.39152194816","7348.18796290712","8831.18364277674","8597.79433526264","11286.071540212","13245.387369564","12370.2232548476","12300.3867121004","12112.8349554875","8813.98980647828","8710.06328995352","9928.67589653405","9151.38173161536","8897.55296585529","6796.84454227877",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","1274.54837242167","1633.82301212861","1760.66009350232","1988.89518753808","2209.76701460887","2667.07958378409","4010.81118962834","4398.8248657733","4580.97053014615","4851.0995550743","5271.7298364272","5500.41411424655","6019.6532443006","6605.77921864545","6999.87611601587","7717.17744895403","7711.29545617628","7714.74274597281","7444.1781733805","7819.57000268592","8121.56191861473","8335.89929257052","8851.04645800324","9315.96756568231","10459.4424704914","10914.2822448996","11268.4200640121","11209.4211248688","11361.5167707179","11699.3704685216","12512.5779652212","13822.7417486972","15199.5675286062","16770.6610309974","17092.5821408414","15885.410181888","16056.3709766031","16458.3532105715","16249.6739490585","16451.2793094473","16489.0722373387","16524.899501274","16900.0482858522","17391.6689084614","17745.2553725928","18148.4978451054","15373.8547035017",
